month,day,year,hour,curtailment_type,reason,curtail_category,fuel_type,curtailed_MWh,curtailed_MW
5,31,2017,10,Economic,Local,Economic - Local,SOLR,82,168
5,31,2017,10,Economic,Local,Economic - Local,WIND,1,3
5,31,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,0,
5,31,2017,12,ExDispatch,System,ExDispatch - System,SOLR,0,1
5,31,2017,13,Economic,Local,Economic - Local,SOLR,0,1
5,31,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,1,1
5,31,2017,13,ExDispatch,System,ExDispatch - System,SOLR,0,
5,31,2017,14,Economic,Local,Economic - Local,SOLR,0,2
5,31,2017,14,ExDispatch,Local,ExDispatch - Local,SOLR,0,0
5,31,2017,14,ExDispatch,System,ExDispatch - System,SOLR,0,
5,31,2017,16,ExDispatch,Local,ExDispatch - Local,SOLR,0,0
5,31,2017,17,ExDispatch,Local,ExDispatch - Local,SOLR,0,0
5,31,2017,18,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,1
5,31,2017,19,Economic,Local,Economic - Local,SOLR,2,10
5,31,2017,19,Economic,System,Economic - System,SOLR,0,
6,1,2017,8,Economic,Local,Economic - Local,SOLR,6,
6,1,2017,8,Economic,System,Economic - System,SOLR,22,232
6,1,2017,8,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,1,2017,9,Economic,Local,Economic - Local,SOLR,320,1146
6,1,2017,9,Economic,Local,Economic - Local,WIND,1,3
6,1,2017,9,Economic,System,Economic - System,SOLR,545,9
6,1,2017,9,Economic,System,Economic - System,WIND,6,
6,1,2017,10,Economic,Local,Economic - Local,SOLR,129,423
6,1,2017,10,Economic,System,Economic - System,SOLR,91,203
6,1,2017,10,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,1,2017,10,ExDispatch,System,ExDispatch - System,SOLR,0,
6,1,2017,11,Economic,System,Economic - System,SOLR,2,21
6,1,2017,11,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,1,2017,11,ExDispatch,System,ExDispatch - System,SOLR,1,2
6,1,2017,12,Economic,Local,Economic - Local,SOLR,9,
6,1,2017,12,Economic,System,Economic - System,SOLR,4,51
6,1,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,2,
6,1,2017,12,ExDispatch,System,ExDispatch - System,SOLR,1,3
6,1,2017,12,SelfSchCut,Local,SelfSchCut - Local,SOLR,4,5
6,1,2017,13,Economic,Local,Economic - Local,SOLR,1,
6,1,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,2,
6,1,2017,13,ExDispatch,System,ExDispatch - System,SOLR,2,4
6,1,2017,13,SelfSchCut,Local,SelfSchCut - Local,SOLR,1,5
6,1,2017,14,Economic,Local,Economic - Local,SOLR,0,0
6,1,2017,14,ExDispatch,Local,ExDispatch - Local,SOLR,1,4
6,1,2017,14,ExDispatch,System,ExDispatch - System,SOLR,1,
6,2,2017,8,Economic,Local,Economic - Local,SOLR,20,197
6,2,2017,8,Economic,System,Economic - System,SOLR,5,18
6,2,2017,8,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,
6,2,2017,9,Economic,Local,Economic - Local,SOLR,4,
6,2,2017,9,Economic,System,Economic - System,SOLR,12,33
6,2,2017,9,ExDispatch,System,ExDispatch - System,SOLR,1,6
6,2,2017,9,ExDispatch,System,ExDispatch - System,WIND,0,1
6,2,2017,10,Economic,Local,Economic - Local,SOLR,6,51
6,2,2017,10,Economic,System,Economic - System,SOLR,10,0
6,2,2017,10,ExDispatch,Local,ExDispatch - Local,SOLR,1,
6,2,2017,10,ExDispatch,System,ExDispatch - System,SOLR,7,6
6,2,2017,10,ExDispatch,System,ExDispatch - System,WIND,0,1
6,2,2017,10,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,
6,2,2017,11,Economic,Local,Economic - Local,SOLR,1,
6,2,2017,11,ExDispatch,Local,ExDispatch - Local,SOLR,5,
6,2,2017,11,ExDispatch,System,ExDispatch - System,SOLR,7,13
6,2,2017,11,SelfSchCut,Local,SelfSchCut - Local,SOLR,2,5
6,2,2017,12,Economic,Local,Economic - Local,SOLR,16,83
6,2,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,6,4
6,2,2017,12,ExDispatch,System,ExDispatch - System,SOLR,9,10
6,2,2017,13,Economic,Local,Economic - Local,SOLR,1,
6,2,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,7,21
6,2,2017,13,ExDispatch,System,ExDispatch - System,SOLR,10,
6,2,2017,14,Economic,Local,Economic - Local,SOLR,4,8
6,2,2017,14,ExDispatch,Local,ExDispatch - Local,SOLR,8,17
6,2,2017,14,ExDispatch,System,ExDispatch - System,SOLR,5,
6,2,2017,14,SelfSchCut,Local,SelfSchCut - Local,SOLR,1,2
6,2,2017,15,ExDispatch,Local,ExDispatch - Local,SOLR,2,
6,2,2017,15,ExDispatch,System,ExDispatch - System,SOLR,8,11
6,2,2017,16,ExDispatch,Local,ExDispatch - Local,SOLR,8,12
6,2,2017,16,ExDispatch,System,ExDispatch - System,SOLR,3,
6,2,2017,17,ExDispatch,Local,ExDispatch - Local,SOLR,1,12
6,3,2017,7,Economic,Local,Economic - Local,SOLR,1,7
6,3,2017,8,Economic,Local,Economic - Local,SOLR,6,
6,3,2017,8,Economic,System,Economic - System,SOLR,3,18
6,3,2017,9,Economic,System,Economic - System,SOLR,83,123
6,3,2017,10,Economic,Local,Economic - Local,SOLR,0,
6,3,2017,10,Economic,System,Economic - System,SOLR,19,98
6,3,2017,10,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,3,2017,10,ExDispatch,System,ExDispatch - System,SOLR,0,
6,3,2017,11,Economic,Local,Economic - Local,SOLR,0,
6,3,2017,11,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,3,2017,11,ExDispatch,System,ExDispatch - System,SOLR,0,1
6,3,2017,11,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,1
6,3,2017,12,Economic,Local,Economic - Local,SOLR,0,
6,3,2017,12,Economic,System,Economic - System,SOLR,1,3
6,3,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,1,
6,3,2017,12,ExDispatch,System,ExDispatch - System,SOLR,5,8
6,3,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,1,
6,3,2017,13,ExDispatch,System,ExDispatch - System,SOLR,1,2
6,3,2017,14,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,3,2017,14,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,3,2017,15,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,3,2017,15,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,3,2017,16,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,3,2017,16,ExDispatch,System,ExDispatch - System,SOLR,0,1
6,3,2017,17,Economic,System,Economic - System,SOLR,1,17
6,3,2017,17,ExDispatch,System,ExDispatch - System,SOLR,0,
6,4,2017,3,Economic,Local,Economic - Local,WIND,32,141
6,4,2017,4,Economic,Local,Economic - Local,WIND,51,164
6,4,2017,6,Economic,Local,Economic - Local,SOLR,0,
6,4,2017,6,Economic,Local,Economic - Local,WIND,3,16
6,4,2017,7,Economic,Local,Economic - Local,SOLR,1,
6,4,2017,7,Economic,Local,Economic - Local,WIND,66,142
6,4,2017,7,Economic,System,Economic - System,SOLR,6,
6,4,2017,8,Economic,Local,Economic - Local,SOLR,78,253
6,4,2017,8,Economic,Local,Economic - Local,WIND,18,16
6,4,2017,8,Economic,System,Economic - System,SOLR,396,663
6,4,2017,8,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,4,2017,9,Economic,Local,Economic - Local,SOLR,1,1
6,4,2017,9,Economic,Local,Economic - Local,WIND,28,9
6,4,2017,9,Economic,System,Economic - System,SOLR,862,1165
6,4,2017,9,ExDispatch,System,ExDispatch - System,SOLR,0,
6,4,2017,10,Economic,Local,Economic - Local,SOLR,64,255
6,4,2017,10,Economic,Local,Economic - Local,WIND,1,6
6,4,2017,10,Economic,System,Economic - System,SOLR,492,647
6,4,2017,10,Economic,System,Economic - System,WIND,1,
6,4,2017,10,ExDispatch,System,ExDispatch - System,SOLR,0,
6,4,2017,11,Economic,Local,Economic - Local,SOLR,1,2
6,4,2017,11,Economic,System,Economic - System,SOLR,320,550
6,4,2017,11,ExDispatch,Local,ExDispatch - Local,SOLR,1,1
6,4,2017,11,ExDispatch,System,ExDispatch - System,SOLR,0,
6,4,2017,11,SelfSchCut,Local,SelfSchCut - Local,SOLR,1,5
6,4,2017,12,Economic,Local,Economic - Local,SOLR,28,3
6,4,2017,12,Economic,System,Economic - System,SOLR,257,415
6,4,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,2,3
6,4,2017,13,Economic,Local,Economic - Local,SOLR,11,5
6,4,2017,13,Economic,System,Economic - System,SOLR,42,170
6,4,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,1,2
6,4,2017,13,SelfSchCut,Local,SelfSchCut - Local,SOLR,1,
6,4,2017,14,Economic,Local,Economic - Local,SOLR,12,
6,4,2017,14,Economic,System,Economic - System,SOLR,14,43
6,4,2017,14,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,4,2017,14,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,4,2017,14,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,
6,4,2017,15,Economic,Local,Economic - Local,SOLR,2,
6,4,2017,15,Economic,System,Economic - System,SOLR,4,40
6,4,2017,24,Economic,Local,Economic - Local,WIND,4,24
6,4,2017,24,Economic,System,Economic - System,WIND,1,10
6,5,2017,6,Economic,Local,Economic - Local,WIND,0,4
6,5,2017,8,Economic,Local,Economic - Local,SOLR,14,53
6,5,2017,8,Economic,System,Economic - System,SOLR,1,
6,5,2017,8,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,5,2017,8,ExDispatch,System,ExDispatch - System,SOLR,0,
6,5,2017,9,Economic,System,Economic - System,SOLR,69,164
6,5,2017,9,ExDispatch,System,ExDispatch - System,SOLR,0,
6,5,2017,10,Economic,Local,Economic - Local,SOLR,37,180
6,5,2017,10,Economic,System,Economic - System,SOLR,4,
6,5,2017,10,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,5,2017,10,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,5,2017,11,Economic,Local,Economic - Local,SOLR,121,196
6,5,2017,11,ExDispatch,Local,ExDispatch - Local,SOLR,1,1
6,5,2017,11,ExDispatch,System,ExDispatch - System,SOLR,1,
6,5,2017,11,SelfSchCut,Local,SelfSchCut - Local,SOLR,2,4
6,5,2017,12,Economic,Local,Economic - Local,SOLR,1,2
6,5,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,2,4
6,5,2017,12,ExDispatch,System,ExDispatch - System,SOLR,2,
6,5,2017,13,Economic,Local,Economic - Local,SOLR,1,3
6,5,2017,13,Economic,System,Economic - System,SOLR,0,
6,5,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,1,3
6,5,2017,13,ExDispatch,System,ExDispatch - System,SOLR,0,
6,5,2017,13,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,0
6,5,2017,14,ExDispatch,Local,ExDispatch - Local,SOLR,0,0
6,5,2017,14,ExDispatch,System,ExDispatch - System,SOLR,0,
6,5,2017,15,Economic,Local,Economic - Local,SOLR,1,15
6,5,2017,15,SelfSchCut,Local,SelfSchCut - Local,SOLR,1,
6,5,2017,17,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,5,2017,17,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,5,2017,18,Economic,Local,Economic - Local,SOLR,0,1
6,5,2017,18,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,6,2017,7,Economic,Local,Economic - Local,SOLR,0,6
6,6,2017,8,Economic,Local,Economic - Local,SOLR,16,96
6,6,2017,8,Economic,System,Economic - System,SOLR,0,
6,6,2017,8,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,6,2017,8,ExDispatch,System,ExDispatch - System,SOLR,0,
6,6,2017,9,Economic,Local,Economic - Local,SOLR,9,15
6,6,2017,9,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,6,2017,9,ExDispatch,System,ExDispatch - System,SOLR,0,
6,6,2017,10,Economic,Local,Economic - Local,SOLR,6,8
6,6,2017,10,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,6,2017,10,ExDispatch,System,ExDispatch - System,SOLR,0,
6,6,2017,11,Economic,Local,Economic - Local,SOLR,58,76
6,6,2017,11,Economic,System,Economic - System,SOLR,1,
6,6,2017,11,ExDispatch,Local,ExDispatch - Local,SOLR,1,4
6,6,2017,11,ExDispatch,System,ExDispatch - System,SOLR,0,
6,6,2017,12,Economic,Local,Economic - Local,SOLR,100,121
6,6,2017,12,Economic,System,Economic - System,SOLR,3,2
6,6,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,3,4
6,6,2017,12,ExDispatch,System,ExDispatch - System,SOLR,0,
6,6,2017,13,Economic,Local,Economic - Local,SOLR,104,111
6,6,2017,13,Economic,System,Economic - System,SOLR,6,9
6,6,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,6,2017,13,ExDispatch,System,ExDispatch - System,SOLR,0,1
6,6,2017,14,Economic,Local,Economic - Local,SOLR,99,100
6,6,2017,15,Economic,Local,Economic - Local,SOLR,98,98
6,6,2017,16,Economic,Local,Economic - Local,SOLR,97,98
6,6,2017,17,Economic,Local,Economic - Local,SOLR,43,96
6,6,2017,18,Economic,Local,Economic - Local,SOLR,2,21
6,7,2017,8,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,7,2017,8,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,7,2017,9,Economic,Local,Economic - Local,SOLR,12,13
6,7,2017,9,Economic,System,Economic - System,SOLR,2,12
6,7,2017,9,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,7,2017,9,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,7,2017,10,Economic,Local,Economic - Local,SOLR,7,12
6,7,2017,10,ExDispatch,Local,ExDispatch - Local,SOLR,0,1
6,7,2017,10,ExDispatch,System,ExDispatch - System,SOLR,0,
6,7,2017,11,Economic,Local,Economic - Local,SOLR,68,202
6,7,2017,11,Economic,System,Economic - System,SOLR,2,
6,7,2017,11,ExDispatch,Local,ExDispatch - Local,SOLR,2,2
6,7,2017,11,ExDispatch,System,ExDispatch - System,SOLR,0,
6,7,2017,12,Economic,Local,Economic - Local,SOLR,15,64
6,7,2017,12,Economic,System,Economic - System,SOLR,4,3
6,7,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,3,4
6,7,2017,12,ExDispatch,System,ExDispatch - System,SOLR,1,
6,7,2017,13,Economic,Local,Economic - Local,SOLR,6,7
6,7,2017,13,Economic,System,Economic - System,SOLR,2,7
6,7,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,1,1
6,7,2017,13,ExDispatch,System,ExDispatch - System,SOLR,0,
6,7,2017,14,Economic,Local,Economic - Local,SOLR,1,7
6,7,2017,14,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,
6,7,2017,15,Economic,Local,Economic - Local,SOLR,0,0
6,7,2017,18,ExDispatch,Local,ExDispatch - Local,SOLR,0,0
6,7,2017,18,ExDispatch,System,ExDispatch - System,SOLR,0,
6,8,2017,8,Economic,Local,Economic - Local,SOLR,3,13
6,8,2017,8,Economic,Local,Economic - Local,WIND,1,2
6,8,2017,9,Economic,Local,Economic - Local,SOLR,82,293
6,8,2017,9,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,8,2017,10,Economic,Local,Economic - Local,SOLR,309,737
6,8,2017,10,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,8,2017,11,Economic,Local,Economic - Local,SOLR,421,627
6,8,2017,11,ExDispatch,Local,ExDispatch - Local,SOLR,2,2
6,8,2017,12,Economic,Local,Economic - Local,SOLR,151,513
6,8,2017,12,Economic,System,Economic - System,SOLR,57,14
6,8,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,2,1
6,8,2017,12,ExDispatch,System,ExDispatch - System,SOLR,0,
6,8,2017,12,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,
6,8,2017,13,Economic,Local,Economic - Local,SOLR,51,230
6,8,2017,13,Economic,System,Economic - System,SOLR,2,
6,8,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,1,2
6,8,2017,13,ExDispatch,System,ExDispatch - System,SOLR,0,
6,8,2017,13,SelfSchCut,Local,SelfSchCut - Local,SOLR,4,1
6,8,2017,14,Economic,Local,Economic - Local,SOLR,47,139
6,8,2017,14,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,8,2017,14,SelfSchCut,Local,SelfSchCut - Local,SOLR,6,8
6,8,2017,15,Economic,Local,Economic - Local,SOLR,67,152
6,8,2017,15,Economic,System,Economic - System,SOLR,1,15
6,8,2017,15,SelfSchCut,Local,SelfSchCut - Local,SOLR,1,
6,8,2017,16,Economic,Local,Economic - Local,SOLR,80,
6,8,2017,16,Economic,System,Economic - System,SOLR,158,1713
6,8,2017,16,Economic,System,Economic - System,WIND,29,349
6,8,2017,16,SelfSchCut,Local,SelfSchCut - Local,SOLR,2,
6,8,2017,16,SelfSchCut,System,SelfSchCut - System,SOLR,1,13
6,8,2017,16,SelfSchCut,System,SelfSchCut - System,WIND,7,86
6,8,2017,17,Economic,Local,Economic - Local,SOLR,19,42
6,8,2017,17,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,
6,8,2017,18,Economic,Local,Economic - Local,SOLR,11,50
6,8,2017,20,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,0
6,9,2017,8,Economic,Local,Economic - Local,SOLR,2,
6,9,2017,8,Economic,System,Economic - System,SOLR,3,17
6,9,2017,8,ExDispatch,System,ExDispatch - System,SOLR,0,
6,9,2017,9,Economic,Local,Economic - Local,SOLR,0,1
6,9,2017,10,Economic,Local,Economic - Local,SOLR,2,
6,9,2017,10,Economic,System,Economic - System,SOLR,3,17
6,9,2017,10,ExDispatch,System,ExDispatch - System,SOLR,0,
6,9,2017,11,Economic,Local,Economic - Local,SOLR,4,
6,9,2017,11,Economic,System,Economic - System,SOLR,24,79
6,9,2017,11,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,9,2017,11,ExDispatch,System,ExDispatch - System,SOLR,0,
6,9,2017,12,Economic,Local,Economic - Local,SOLR,7,
6,9,2017,12,Economic,System,Economic - System,SOLR,29,131
6,9,2017,13,Economic,Local,Economic - Local,SOLR,18,38
6,9,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,9,2017,14,Economic,Local,Economic - Local,SOLR,2,14
6,9,2017,15,Economic,Local,Economic - Local,SOLR,22,58
6,9,2017,16,Economic,Local,Economic - Local,SOLR,1,2
6,9,2017,17,Economic,Local,Economic - Local,SOLR,4,43
6,9,2017,18,Economic,Local,Economic - Local,SOLR,1,
6,9,2017,18,Economic,System,Economic - System,SOLR,4,41
6,10,2017,7,Economic,System,Economic - System,SOLR,142,372
6,10,2017,8,Economic,Local,Economic - Local,SOLR,0,
6,10,2017,8,Economic,System,Economic - System,SOLR,590,1110
6,10,2017,8,Economic,System,Economic - System,WIND,5,16
6,10,2017,8,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,10,2017,9,Economic,Local,Economic - Local,SOLR,38,
6,10,2017,9,Economic,System,Economic - System,SOLR,503,1009
6,10,2017,9,Economic,System,Economic - System,WIND,6,8
6,10,2017,9,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,10,2017,10,Economic,Local,Economic - Local,SOLR,6,1
6,10,2017,10,Economic,System,Economic - System,SOLR,425,678
6,10,2017,10,Economic,System,Economic - System,WIND,3,7
6,10,2017,10,ExDispatch,System,ExDispatch - System,SOLR,0,
6,10,2017,11,Economic,Local,Economic - Local,SOLR,4,5
6,10,2017,11,Economic,System,Economic - System,SOLR,497,817
6,10,2017,11,Economic,System,Economic - System,WIND,2,9
6,10,2017,11,ExDispatch,System,ExDispatch - System,SOLR,1,2
6,10,2017,12,Economic,Local,Economic - Local,SOLR,38,6
6,10,2017,12,Economic,System,Economic - System,SOLR,418,576
6,10,2017,12,Economic,System,Economic - System,WIND,3,9
6,10,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,10,2017,12,ExDispatch,System,ExDispatch - System,SOLR,3,3
6,10,2017,12,SelfSchCut,Local,SelfSchCut - Local,SOLR,2,4
6,10,2017,13,Economic,Local,Economic - Local,SOLR,35,5
6,10,2017,13,Economic,System,Economic - System,SOLR,374,481
6,10,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,10,2017,13,ExDispatch,System,ExDispatch - System,SOLR,1,3
6,10,2017,13,SelfSchCut,Local,SelfSchCut - Local,SOLR,5,7
6,10,2017,14,Economic,Local,Economic - Local,SOLR,29,5
6,10,2017,14,Economic,System,Economic - System,SOLR,322,718
6,10,2017,14,Economic,System,Economic - System,WIND,1,7
6,10,2017,14,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,
6,10,2017,15,Economic,Local,Economic - Local,SOLR,38,5
6,10,2017,15,Economic,System,Economic - System,SOLR,179,606
6,10,2017,16,Economic,Local,Economic - Local,SOLR,13,3
6,10,2017,16,Economic,System,Economic - System,SOLR,18,132
6,10,2017,17,Economic,Local,Economic - Local,SOLR,7,80
6,10,2017,17,Economic,System,Economic - System,SOLR,2,
6,10,2017,17,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,
6,10,2017,18,Economic,Local,Economic - Local,SOLR,5,
6,10,2017,18,Economic,System,Economic - System,SOLR,29,289
6,10,2017,19,Economic,System,Economic - System,SOLR,2,8
6,10,2017,20,Economic,Local,Economic - Local,WIND,1,6
6,10,2017,21,Economic,Local,Economic - Local,WIND,139,188
6,10,2017,21,SelfSchCut,Local,SelfSchCut - Local,WIND,5,9
6,10,2017,22,Economic,Local,Economic - Local,WIND,103,146
6,10,2017,22,SelfSchCut,Local,SelfSchCut - Local,WIND,6,14
6,10,2017,23,Economic,Local,Economic - Local,WIND,5,37
6,11,2017,6,Economic,System,Economic - System,SOLR,0,1
6,11,2017,7,Economic,Local,Economic - Local,SOLR,0,
6,11,2017,7,Economic,System,Economic - System,SOLR,200,657
6,11,2017,7,Economic,System,Economic - System,WIND,1,9
6,11,2017,8,Economic,Local,Economic - Local,SOLR,21,
6,11,2017,8,Economic,System,Economic - System,SOLR,591,1255
6,11,2017,8,Economic,System,Economic - System,WIND,6,9
6,11,2017,9,Economic,Local,Economic - Local,SOLR,2,
6,11,2017,9,Economic,System,Economic - System,SOLR,498,985
6,11,2017,9,Economic,System,Economic - System,WIND,4,9
6,11,2017,9,ExDispatch,System,ExDispatch - System,SOLR,0,
6,11,2017,10,Economic,Local,Economic - Local,SOLR,2,0
6,11,2017,10,Economic,System,Economic - System,SOLR,183,275
6,11,2017,10,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,11,2017,11,Economic,Local,Economic - Local,SOLR,1,
6,11,2017,11,Economic,System,Economic - System,SOLR,207,364
6,11,2017,11,Economic,System,Economic - System,WIND,2,9
6,11,2017,11,ExDispatch,System,ExDispatch - System,SOLR,0,1
6,11,2017,12,Economic,Local,Economic - Local,SOLR,2,
6,11,2017,12,Economic,System,Economic - System,SOLR,176,553
6,11,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,11,2017,12,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,11,2017,13,Economic,Local,Economic - Local,SOLR,1,
6,11,2017,13,Economic,System,Economic - System,SOLR,236,464
6,11,2017,13,Economic,System,Economic - System,WIND,1,
6,11,2017,13,ExDispatch,System,ExDispatch - System,SOLR,0,
6,11,2017,14,Economic,Local,Economic - Local,SOLR,2,
6,11,2017,14,Economic,System,Economic - System,SOLR,103,838
6,11,2017,14,Economic,System,Economic - System,WIND,1,9
6,11,2017,14,ExDispatch,System,ExDispatch - System,SOLR,0,0
6,11,2017,15,Economic,Local,Economic - Local,SOLR,4,
6,11,2017,15,Economic,System,Economic - System,SOLR,160,360
6,11,2017,15,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,
6,11,2017,16,Economic,Local,Economic - Local,SOLR,37,
6,11,2017,16,Economic,System,Economic - System,SOLR,235,498
6,11,2017,16,Economic,System,Economic - System,WIND,1,9
6,11,2017,17,Economic,Local,Economic - Local,SOLR,2,9
6,11,2017,17,ExDispatch,System,ExDispatch - System,SOLR,0,
6,11,2017,18,Economic,Local,Economic - Local,SOLR,4,18
6,11,2017,18,Economic,System,Economic - System,SOLR,4,
6,11,2017,19,Economic,System,Economic - System,SOLR,1,7
6,12,2017,7,Economic,Local,Economic - Local,SOLR,0,
6,12,2017,7,Economic,System,Economic - System,SOLR,4,40
6,12,2017,8,Economic,Local,Economic - Local,SOLR,32,
6,12,2017,8,Economic,System,Economic - System,SOLR,143,425
6,12,2017,8,Economic,System,Economic - System,WIND,1,9
6,12,2017,8,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,12,2017,8,ExDispatch,System,ExDispatch - System,SOLR,0,
6,12,2017,8,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,0
6,12,2017,9,Economic,Local,Economic - Local,SOLR,139,919
6,12,2017,9,Economic,Local,Economic - Local,WIND,1,9
6,12,2017,9,Economic,System,Economic - System,SOLR,409,
6,12,2017,9,Economic,System,Economic - System,WIND,3,
6,12,2017,9,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,12,2017,9,ExDispatch,System,ExDispatch - System,SOLR,0,
6,12,2017,9,SelfSchCut,Local,SelfSchCut - Local,WIND,1,2
6,12,2017,10,Economic,Local,Economic - Local,SOLR,6,6
6,12,2017,10,Economic,System,Economic - System,SOLR,263,348
6,12,2017,10,ExDispatch,System,ExDispatch - System,SOLR,0,
6,12,2017,11,Economic,Local,Economic - Local,SOLR,33,4
6,12,2017,11,Economic,System,Economic - System,SOLR,265,380
6,12,2017,11,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,12,2017,11,ExDispatch,System,ExDispatch - System,SOLR,1,
6,12,2017,12,Economic,Local,Economic - Local,SOLR,86,997
6,12,2017,12,Economic,Local,Economic - Local,WIND,0,1
6,12,2017,12,Economic,System,Economic - System,SOLR,536,
6,12,2017,12,Economic,System,Economic - System,WIND,2,
6,12,2017,12,ExDispatch,Local,ExDispatch - Local,SOLR,0,2
6,12,2017,12,ExDispatch,System,ExDispatch - System,SOLR,2,
6,12,2017,13,Economic,Local,Economic - Local,SOLR,81,5
6,12,2017,13,Economic,Local,Economic - Local,WIND,0,
6,12,2017,13,Economic,System,Economic - System,SOLR,730,966
6,12,2017,13,Economic,System,Economic - System,WIND,0,0
6,12,2017,13,ExDispatch,Local,ExDispatch - Local,SOLR,0,
6,12,2017,13,ExDispatch,System,ExDispatch - System,SOLR,1,1
6,12,2017,14,Economic,Local,Economic - Local,SOLR,5,4
6,12,2017,14,Economic,System,Economic - System,SOLR,621,775
6,12,2017,14,Economic,System,Economic - System,WIND,1,0
6,12,2017,15,Economic,Local,Economic - Local,SOLR,4,5
6,12,2017,15,Economic,System,Economic - System,SOLR,449,866
6,12,2017,15,Economic,System,Economic - System,WIND,0,1
6,12,2017,16,Economic,Local,Economic - Local,SOLR,3,6
6,12,2017,16,Economic,System,Economic - System,SOLR,337,426
6,12,2017,17,Economic,Local,Economic - Local,SOLR,54,334
6,12,2017,17,Economic,System,Economic - System,SOLR,143,
6,12,2017,18,Economic,Local,Economic - Local,SOLR,12,
6,12,2017,18,Economic,System,Economic - System,SOLR,113,305
6,12,2017,19,Economic,System,Economic - System,SOLR,1,8
6,13,2017,8,Economic,Local,Economic - Local,SOLR,31,373
6,13,2017,8,Economic,System,Economic - System,SOLR,135,17
